EmployeeID,Department,JobRole,Age,Gender,TenureYears,PerformanceScore,ActiveStatus
EMP-10866,Sales,Sales Operations Analyst,22,Female,5.5,3,1
EMP-10867,Customer Success,CS Manager,51,Female,4.8,3,1
EMP-10868,Marketing,Content Strategist,26,Male,7.4,4,1
EMP-10869,Customer Success,Support Specialist,42,Female,0.7,3,1
EMP-10870,Operations,Operations Analyst,59,Male,11.2,3,1
EMP-10871,Customer Success,CS Manager,31,Female,2.8,3,1
EMP-10872,HR,Recruiter,43,Male,1.8,3,1
EMP-10873,Engineering,QA Analyst,37,Female,1.6,2,1
EMP-10874,Customer Success,CS Manager,56,Female,4.1,4,1
EMP-10875,Customer Success,Support Specialist,27,Male,2.9,4,1
EMP-10876,HR,People Operations Analyst,44,Female,2.5,2,1
EMP-10877,Engineering,QA Analyst,44,Female,2.7,3,0
EMP-10878,Engineering,Engineering Manager,55,Female,6.0,4,1
EMP-10879,Sales,Account Executive,36,Male,2.5,3,1
EMP-10880,Engineering,Engineering Manager,31,Male,3.6,3,1
EMP-10881,HR,HR Business Partner,56,Female,1.3,4,1
EMP-10882,Engineering,Engineering Manager,23,Male,2.2,3,1
EMP-10883,Engineering,Engineering Manager,36,Nonbinary,3.5,2,0
EMP-10884,Operations,Process Lead,49,Female,1.2,3,1
EMP-10885,Marketing,Content Strategist,46,Male,5.1,4,1
EMP-10886,Operations,Supply Chain Manager,51,Male,1.6,3,1
EMP-10887,Engineering,Data Engineer,42,Male,2.8,2,1
EMP-10888,Operations,Process Lead,40,Female,3.6,4,1
EMP-10889,Engineering,Engineering Manager,31,Female,3.7,4,1
EMP-10890,Engineering,QA Analyst,42,Female,5.7,4,1
EMP-10891,Engineering,QA Analyst,59,Female,5.1,4,1
EMP-10892,Sales,Sales Manager,42,Female,1.3,3,0
EMP-10893,Sales,Sales Manager,28,Male,3.1,3,0
EMP-10894,Engineering,QA Analyst,44,Female,2.3,4,0
EMP-10895,Engineering,QA Analyst,59,Male,2.8,3,1
EMP-10896,Engineering,QA Analyst,25,Female,1.7,3,0
EMP-10897,Sales,Sales Operations Analyst,34,Male,1.9,3,1
EMP-10898,Customer Success,Support Specialist,44,Female,10.1,4,1
EMP-10899,Sales,Sales Operations Analyst,23,Male,1.7,4,0
EMP-10900,Sales,Account Executive,37,Female,6.4,3,1
EMP-10901,Marketing,Content Strategist,31,Male,1.6,2,0
EMP-10902,Sales,Sales Operations Analyst,56,Female,3.7,2,1
EMP-10903,Finance,FP&A Manager,46,Female,4.2,3,0
EMP-10904,Operations,Process Lead,52,Male,5.8,3,1
EMP-10905,HR,People Operations Analyst,42,Female,2.6,2,1
EMP-10906,Customer Success,CS Manager,56,Male,1.8,2,1
EMP-10907,Operations,Supply Chain Manager,46,Male,2.4,3,1
EMP-10908,Engineering,Engineering Manager,24,Female,8.4,4,1
EMP-10909,HR,People Operations Analyst,57,Female,0.5,3,1
EMP-10910,Finance,FP&A Manager,34,Male,1.9,3,1
EMP-10911,Operations,Operations Analyst,54,Female,3.2,3,1
EMP-10912,Sales,Sales Operations Analyst,30,Male,4.7,3,1
EMP-10913,Customer Success,Support Specialist,49,Female,0.2,1,1
EMP-10914,Engineering,QA Analyst,42,Female,5.0,4,1
EMP-10915,Engineering,Software Engineer,39,Female,3.2,3,0
EMP-10916,Finance,Controller,34,Male,8.1,3,1
EMP-10917,Engineering,Engineering Manager,36,Male,5.2,2,1
EMP-10918,Finance,FP&A Manager,35,Female,4.7,4,1
EMP-10919,Engineering,QA Analyst,37,Male,2.2,2,1
EMP-10920,HR,People Operations Analyst,37,Male,2.6,3,1
EMP-10921,Engineering,Engineering Manager,49,Female,3.4,2,1
EMP-10922,Sales,Sales Operations Analyst,51,Male,4.2,3,1
EMP-10923,Marketing,Campaign Manager,28,Female,6.8,3,1
EMP-10924,HR,Recruiter,43,Female,9.5,3,0
EMP-10925,HR,HR Business Partner,48,Nonbinary,2.3,3,0
EMP-10926,Sales,Account Executive,51,Male,2.6,4,1
EMP-10927,Finance,FP&A Manager,48,Male,6.4,4,1
EMP-10928,Engineering,Software Engineer,40,Male,3.9,2,1
EMP-10929,Finance,Controller,57,Female,5.3,3,1
EMP-10930,Engineering,QA Analyst,51,Male,2.2,1,1
EMP-10931,Operations,Process Lead,56,Male,3.4,4,0
EMP-10932,Engineering,Engineering Manager,37,Male,4.5,4,1
EMP-10933,Engineering,Engineering Manager,42,Female,5.1,3,1
EMP-10934,Customer Success,Support Specialist,34,Male,1.0,3,0
EMP-10935,HR,HR Business Partner,52,Female,2.5,3,1
EMP-10936,Customer Success,CS Manager,41,Male,2.7,3,1
EMP-10937,Operations,Process Lead,51,Female,1.6,3,1
EMP-10938,Operations,Operations Analyst,47,Female,2.3,3,0
EMP-10939,Operations,Supply Chain Manager,50,Male,7.3,3,1
EMP-10940,Finance,Controller,49,Nonbinary,2.8,2,1
EMP-10941,HR,Recruiter,47,Male,1.4,4,1
EMP-10942,Operations,Operations Analyst,23,Male,1.5,3,1
EMP-10943,Engineering,Software Engineer,53,Female,0.9,1,1
EMP-10944,Operations,Process Lead,51,Female,2.7,3,1
EMP-10945,Marketing,Campaign Manager,48,Male,3.6,3,1
EMP-10946,Sales,Sales Operations Analyst,44,Female,1.7,2,1
EMP-10947,Operations,Supply Chain Manager,42,Female,6.9,2,1
EMP-10948,Sales,Sales Manager,54,Male,3.8,3,1
EMP-10949,Engineering,QA Analyst,58,Male,1.6,3,0
EMP-10950,Finance,Controller,24,Female,6.4,3,1
EMP-10951,Engineering,Data Engineer,43,Male,4.0,3,1
EMP-10952,HR,People Operations Analyst,38,Female,3.3,2,1
EMP-10953,Operations,Process Lead,44,Female,2.5,3,0
EMP-10954,Engineering,Software Engineer,54,Male,1.5,3,1
EMP-10955,Engineering,QA Analyst,39,Male,4.0,4,1
EMP-10956,Engineering,Engineering Manager,59,Male,8.0,4,0
EMP-10957,HR,Recruiter,35,Female,3.4,3,1
EMP-10958,Finance,Controller,51,Male,1.3,2,1
EMP-10959,Engineering,Data Engineer,53,Male,1.1,3,1
EMP-10960,Finance,FP&A Manager,47,Male,0.8,1,1
EMP-10961,Marketing,Content Strategist,45,Male,1.6,3,1
EMP-10962,Engineering,QA Analyst,57,Male,8.5,1,1
EMP-10963,Operations,Operations Analyst,40,Male,2.0,4,1
EMP-10964,Customer Success,Implementation Consultant,24,Female,9.4,2,1
EMP-10965,Customer Success,Support Specialist,45,Female,5.1,3,1
EMP-10966,Operations,Operations Analyst,28,Female,2.3,3,1
EMP-10967,Engineering,Engineering Manager,57,Nonbinary,5.4,4,1
EMP-10968,Operations,Process Lead,23,Female,6.7,4,1
EMP-10969,Sales,Account Executive,51,Male,0.5,3,1
EMP-10970,HR,Recruiter,38,Female,2.6,2,1
EMP-10971,Engineering,Engineering Manager,59,Female,3.8,3,1
EMP-10972,Engineering,Software Engineer,48,Male,3.3,2,0
EMP-10973,Marketing,Campaign Manager,49,Female,0.3,4,1
EMP-10974,Engineering,Software Engineer,26,Female,6.4,3,1
EMP-10975,Sales,Sales Operations Analyst,47,Male,1.7,4,0
EMP-10976,Engineering,Engineering Manager,45,Female,6.8,2,1
EMP-10977,Engineering,Data Engineer,55,Female,4.0,3,0
EMP-10978,Sales,Account Executive,54,Male,1.0,2,1
EMP-10979,Sales,Sales Operations Analyst,39,Female,12.2,2,1
EMP-10980,Sales,Sales Manager,46,Female,0.8,4,0
EMP-10981,Sales,Sales Operations Analyst,55,Female,4.5,4,1
EMP-10982,Engineering,Engineering Manager,48,Female,1.1,3,1
EMP-10983,Operations,Supply Chain Manager,54,Male,7.2,3,1
EMP-10984,Engineering,QA Analyst,28,Female,1.0,3,0
EMP-10985,Customer Success,CS Manager,60,Nonbinary,3.9,1,0
EMP-10986,Engineering,Data Engineer,44,Female,5.1,3,0
EMP-10987,Engineering,QA Analyst,50,Nonbinary,4.4,3,1
EMP-10988,Customer Success,Support Specialist,51,Female,6.3,3,1
EMP-10989,Engineering,Software Engineer,27,Female,3.9,4,1
EMP-10990,Engineering,QA Analyst,34,Female,2.3,4,1
EMP-10991,Engineering,QA Analyst,27,Male,2.4,1,1
EMP-10992,Engineering,Software Engineer,25,Female,0.3,2,0
EMP-10993,Customer Success,CS Manager,52,Male,8.6,3,1
EMP-10994,Engineering,Engineering Manager,27,Male,1.7,3,1
EMP-10995,HR,Recruiter,40,Male,4.4,3,1
EMP-10996,Operations,Supply Chain Manager,49,Female,4.5,4,1
EMP-10997,Sales,Sales Operations Analyst,48,Male,5.3,1,1
EMP-10998,Customer Success,Implementation Consultant,31,Male,2.6,3,1
EMP-10999,Engineering,Engineering Manager,35,Male,4.3,3,1
EMP-11000,Engineering,Software Engineer,54,Male,1.9,2,1
EMP-11001,Customer Success,CS Manager,26,Female,1.4,2,1
EMP-11002,Operations,Supply Chain Manager,26,Female,4.2,2,1
EMP-11003,Customer Success,Implementation Consultant,32,Female,2.6,3,1
EMP-11004,Operations,Supply Chain Manager,31,Female,4.5,2,1
EMP-11005,Engineering,QA Analyst,24,Female,0.7,3,0
EMP-11006,Marketing,Campaign Manager,44,Male,2.2,4,1
EMP-11007,Finance,Financial Analyst,46,Male,1.8,2,1
EMP-11008,Sales,Account Executive,29,Female,3.9,1,1
EMP-11009,Operations,Supply Chain Manager,44,Male,1.3,3,1
EMP-11010,Finance,Financial Analyst,22,Male,1.8,4,1
EMP-11011,Engineering,Software Engineer,49,Female,4.7,3,1
EMP-11012,Sales,Sales Operations Analyst,56,Female,3.5,4,1
EMP-11013,Engineering,Software Engineer,29,Male,7.7,3,0
EMP-11014,HR,Recruiter,24,Female,7.0,3,1
EMP-11015,Operations,Supply Chain Manager,35,Male,4.6,4,0
EMP-11016,Sales,Sales Operations Analyst,58,Male,2.0,2,0
EMP-11017,Finance,Controller,32,Male,2.4,3,1
EMP-11018,Marketing,Marketing Analyst,26,Female,3.1,3,1
EMP-11019,Engineering,Engineering Manager,30,Female,2.7,4,1
EMP-11020,Customer Success,CS Manager,58,Male,6.8,3,1
EMP-11021,Sales,Sales Manager,30,Male,1.3,1,1
EMP-11022,Finance,Financial Analyst,45,Male,2.3,3,1
EMP-11023,Marketing,Campaign Manager,28,Male,2.6,1,1
EMP-11024,Sales,Sales Operations Analyst,52,Female,1.6,3,0
EMP-11025,Operations,Process Lead,22,Female,2.6,3,0
EMP-11026,Operations,Process Lead,29,Male,0.2,3,1
EMP-11027,Engineering,QA Analyst,38,Female,3.6,3,1
EMP-11028,Operations,Supply Chain Manager,55,Female,2.7,3,1
EMP-11029,Sales,Sales Operations Analyst,36,Female,8.3,3,0
EMP-11030,Engineering,Engineering Manager,34,Nonbinary,6.0,3,0
EMP-11031,Operations,Process Lead,45,Nonbinary,3.4,2,1
EMP-11032,Customer Success,Support Specialist,53,Female,5.5,3,0
EMP-11033,Engineering,Engineering Manager,41,Male,1.8,4,1
EMP-11034,Operations,Process Lead,33,Female,4.1,1,1
EMP-11035,Customer Success,Implementation Consultant,43,Female,2.3,3,1
EMP-11036,Engineering,Engineering Manager,39,Female,3.1,1,1
EMP-11037,Operations,Operations Analyst,22,Female,5.3,2,1
EMP-11038,Engineering,Data Engineer,56,Male,2.5,3,1
EMP-11039,Engineering,Software Engineer,56,Male,4.3,4,1
EMP-11040,Finance,Financial Analyst,26,Female,0.5,2,1
EMP-11041,Sales,Account Executive,26,Female,4.0,2,1
EMP-11042,HR,People Operations Analyst,60,Female,2.3,2,1
EMP-11043,Finance,Controller,58,Male,1.2,2,1
EMP-11044,Sales,Sales Operations Analyst,43,Female,4.1,1,1
EMP-11045,Sales,Sales Manager,38,Female,1.2,3,1
EMP-11046,Sales,Sales Operations Analyst,22,Male,8.2,3,1
EMP-11047,Operations,Operations Analyst,43,Male,2.8,3,1
EMP-11048,Engineering,Data Engineer,57,Male,4.3,3,1
EMP-11049,Engineering,QA Analyst,44,Male,2.5,3,0
EMP-11050,Operations,Process Lead,52,Female,1.2,3,0
EMP-11051,Engineering,Engineering Manager,24,Male,2.2,2,1
EMP-11052,Marketing,Marketing Analyst,54,Female,2.1,3,1
EMP-11053,Marketing,Marketing Analyst,31,Female,3.2,3,1
EMP-11054,Engineering,Data Engineer,56,Male,1.9,4,1
EMP-11055,Engineering,QA Analyst,42,Nonbinary,2.2,4,1
EMP-11056,Sales,Account Executive,33,Female,3.2,4,1
EMP-11057,Operations,Supply Chain Manager,60,Male,1.2,3,1
EMP-11058,Customer Success,Support Specialist,53,Male,5.7,3,1
EMP-11059,Sales,Sales Manager,26,Male,5.4,3,1
EMP-11060,Marketing,Campaign Manager,51,Female,3.1,3,1
EMP-11061,Operations,Operations Analyst,47,Male,1.5,4,1
EMP-11062,Engineering,Software Engineer,53,Male,4.4,4,1
EMP-11063,Operations,Process Lead,32,Male,3.6,2,1
EMP-11064,Finance,Financial Analyst,55,Male,1.4,4,1
EMP-11065,Finance,Financial Analyst,53,Male,3.4,3,0
EMP-11066,Sales,Account Executive,37,Female,2.8,3,1
EMP-11067,Engineering,Software Engineer,29,Male,4.0,2,0
EMP-11068,Operations,Process Lead,60,Male,0.8,3,1
EMP-11069,Marketing,Marketing Analyst,44,Female,2.7,3,0
EMP-11070,Marketing,Marketing Analyst,60,Male,5.8,3,1
EMP-11071,Engineering,Engineering Manager,35,Female,1.7,4,1
EMP-11072,Engineering,Software Engineer,54,Female,2.7,3,1
EMP-11073,HR,HR Business Partner,26,Female,2.1,3,0
EMP-11074,Customer Success,Support Specialist,46,Female,0.3,3,0
EMP-11075,Engineering,QA Analyst,38,Female,2.9,2,1
EMP-11076,Sales,Sales Operations Analyst,33,Male,5.4,2,1
EMP-11077,HR,Recruiter,51,Male,11.4,3,1
EMP-11078,Customer Success,CS Manager,35,Male,1.9,2,0
EMP-11079,Engineering,Data Engineer,35,Female,2.4,3,1
EMP-11080,Operations,Supply Chain Manager,51,Male,2.2,3,1
EMP-11081,Finance,FP&A Manager,46,Male,5.6,3,1
EMP-11082,Sales,Sales Manager,53,Nonbinary,1.8,3,0
EMP-11083,HR,Recruiter,27,Male,6.2,2,0
EMP-11084,Marketing,Marketing Analyst,49,Male,6.4,3,1
EMP-11085,Engineering,Data Engineer,60,Male,4.1,3,1
EMP-11086,Engineering,QA Analyst,22,Male,0.7,1,0
EMP-11087,Engineering,Data Engineer,53,Male,2.7,3,1
EMP-11088,Engineering,QA Analyst,58,Female,3.2,2,1
EMP-11089,HR,Recruiter,45,Female,3.9,2,1
EMP-11090,Engineering,Engineering Manager,29,Female,4.0,2,1
EMP-11091,Customer Success,Implementation Consultant,40,Male,2.7,3,1
EMP-11092,Marketing,Content Strategist,31,Male,3.4,4,1
EMP-11093,Marketing,Marketing Analyst,24,Female,4.5,3,1
EMP-11094,Sales,Sales Operations Analyst,39,Female,2.5,2,1
EMP-11095,Sales,Sales Operations Analyst,52,Male,0.4,3,1
EMP-11096,HR,People Operations Analyst,48,Male,3.3,2,1
EMP-11097,Operations,Supply Chain Manager,32,Male,0.8,1,1
EMP-11098,Finance,FP&A Manager,28,Female,2.6,4,1
EMP-11099,Engineering,Engineering Manager,27,Male,5.2,4,1
EMP-11100,Marketing,Campaign Manager,53,Female,3.2,3,1
EMP-11101,Customer Success,CS Manager,48,Female,3.4,4,1
EMP-11102,Customer Success,CS Manager,35,Male,2.3,3,0
EMP-11103,Engineering,Data Engineer,48,Male,2.1,3,0
EMP-11104,Sales,Account Executive,38,Female,4.6,2,1
EMP-11105,Engineering,QA Analyst,38,Male,3.3,4,0
EMP-11106,Sales,Sales Manager,45,Male,0.3,4,1
EMP-11107,Sales,Sales Operations Analyst,47,Nonbinary,2.1,3,1
EMP-11108,Engineering,Engineering Manager,26,Male,3.9,3,1
EMP-11109,Sales,Sales Operations Analyst,47,Female,5.5,3,1
EMP-11110,Engineering,Software Engineer,37,Male,10.9,3,1
EMP-11111,Engineering,Data Engineer,29,Female,1.8,4,1
EMP-11112,Sales,Account Executive,50,Female,5.1,3,1
EMP-11113,Sales,Sales Operations Analyst,34,Female,4.6,2,0
EMP-11114,Sales,Account Executive,49,Female,4.4,3,1
EMP-11115,Finance,FP&A Manager,42,Male,3.9,3,1
EMP-11116,Engineering,QA Analyst,58,Male,2.3,2,1
EMP-11117,Engineering,QA Analyst,26,Female,2.8,3,1
EMP-11118,HR,HR Business Partner,56,Male,3.8,4,1
EMP-11119,Engineering,QA Analyst,56,Male,3.9,4,1
EMP-11120,Marketing,Marketing Analyst,43,Male,1.5,2,0
EMP-11121,Customer Success,CS Manager,40,Male,3.1,2,0
EMP-11122,Marketing,Marketing Analyst,60,Female,2.3,3,0
EMP-11123,Customer Success,CS Manager,25,Female,4.5,4,0
EMP-11124,Finance,Financial Analyst,53,Female,2.8,3,0
EMP-11125,HR,HR Business Partner,53,Male,6.0,4,1
EMP-11126,Finance,Controller,54,Female,2.2,3,0
EMP-11127,Sales,Account Executive,52,Male,2.7,2,0
EMP-11128,Finance,Controller,42,Male,5.3,3,1
EMP-11129,Sales,Sales Manager,44,Male,3.3,4,1
EMP-11130,Finance,FP&A Manager,43,Female,1.0,2,1
EMP-11131,Sales,Account Executive,51,Male,3.5,4,0
EMP-11132,Sales,Sales Manager,59,Female,6.5,3,1
EMP-11133,Sales,Sales Manager,27,Male,3.2,2,1
EMP-11134,Sales,Sales Operations Analyst,44,Male,2.0,3,1
EMP-11135,Operations,Operations Analyst,52,Female,2.5,3,0
EMP-11136,HR,People Operations Analyst,51,Male,5.9,3,1
EMP-11137,Customer Success,Implementation Consultant,41,Female,10.1,3,1
EMP-11138,Customer Success,Implementation Consultant,33,Male,5.9,4,1
EMP-11139,HR,People Operations Analyst,34,Female,6.3,3,1
EMP-11140,Customer Success,CS Manager,42,Male,3.3,3,1
EMP-11141,Sales,Sales Manager,48,Male,3.0,3,0
EMP-11142,Engineering,Software Engineer,44,Female,2.5,1,1
EMP-11143,Marketing,Content Strategist,42,Male,2.9,3,0
EMP-11144,Sales,Sales Operations Analyst,59,Male,5.6,3,0
EMP-11145,Sales,Sales Operations Analyst,55,Female,0.6,4,0
EMP-11146,Customer Success,Support Specialist,51,Female,2.5,4,1
EMP-11147,Engineering,QA Analyst,48,Male,4.0,2,0
EMP-11148,Customer Success,Support Specialist,30,Male,0.3,4,1
EMP-11149,Marketing,Campaign Manager,47,Female,0.5,3,1
EMP-11150,Operations,Process Lead,30,Female,1.3,4,1
EMP-11151,Operations,Operations Analyst,55,Nonbinary,0.7,3,1
EMP-11152,Engineering,QA Analyst,22,Male,1.1,3,1
EMP-11153,Sales,Sales Manager,50,Male,3.6,4,1
EMP-11154,Operations,Supply Chain Manager,52,Male,1.3,2,1
EMP-11155,Customer Success,Implementation Consultant,32,Female,7.5,2,0
EMP-11156,Marketing,Marketing Analyst,44,Female,1.2,3,1
EMP-11157,Operations,Process Lead,26,Female,1.4,3,1
EMP-11158,Engineering,Data Engineer,45,Male,2.1,3,1
EMP-11159,HR,Recruiter,52,Male,3.7,3,1
EMP-11160,Engineering,QA Analyst,33,Male,1.1,4,1
EMP-11161,Sales,Account Executive,27,Male,5.4,2,1
EMP-11162,Operations,Operations Analyst,24,Female,1.1,3,1
EMP-11163,Sales,Sales Manager,35,Male,2.1,4,0
EMP-11164,Marketing,Content Strategist,58,Male,3.0,3,1
EMP-11165,Customer Success,CS Manager,32,Male,6.5,3,1
EMP-11166,HR,People Operations Analyst,49,Female,4.8,3,1
EMP-11167,Engineering,Software Engineer,41,Male,2.0,4,1
EMP-11168,Engineering,Data Engineer,40,Female,5.1,2,0
EMP-11169,HR,Recruiter,37,Female,1.3,3,1
EMP-11170,Engineering,Engineering Manager,48,Female,1.3,2,1
EMP-11171,Operations,Supply Chain Manager,44,Male,1.4,1,1
EMP-11172,Sales,Account Executive,35,Female,0.9,3,0
EMP-11173,Operations,Supply Chain Manager,27,Male,5.1,3,1
EMP-11174,Sales,Sales Operations Analyst,36,Female,7.2,2,1
EMP-11175,Engineering,Software Engineer,38,Male,1.1,2,1
EMP-11176,Customer Success,Implementation Consultant,59,Female,5.4,3,1
EMP-11177,Marketing,Marketing Analyst,45,Male,0.2,2,1
EMP-11178,Sales,Sales Manager,32,Female,11.3,3,1
EMP-11179,Customer Success,Implementation Consultant,58,Male,2.9,1,1
EMP-11180,Engineering,QA Analyst,42,Male,0.9,1,1
EMP-11181,Marketing,Campaign Manager,30,Female,5.0,3,1
EMP-11182,Engineering,QA Analyst,46,Female,8.8,4,1
EMP-11183,Sales,Sales Manager,43,Female,2.6,2,1
EMP-11184,Engineering,Software Engineer,25,Nonbinary,3.3,3,1
EMP-11185,Sales,Account Executive,32,Nonbinary,3.0,2,0
EMP-11186,Sales,Sales Operations Analyst,37,Female,2.2,3,1
EMP-11187,Engineering,Engineering Manager,56,Female,2.6,3,1
EMP-11188,Customer Success,Implementation Consultant,39,Male,5.9,3,1
EMP-11189,Marketing,Content Strategist,35,Female,4.5,1,1
EMP-11190,Engineering,Software Engineer,60,Female,1.1,4,1
EMP-11191,Engineering,Engineering Manager,23,Male,1.4,1,0
EMP-11192,Customer Success,Support Specialist,28,Male,3.1,4,1
EMP-11193,HR,People Operations Analyst,53,Female,3.5,3,1
EMP-11194,Sales,Sales Operations Analyst,35,Male,1.1,3,1
EMP-11195,Customer Success,Support Specialist,48,Male,1.5,3,1
EMP-11196,Finance,FP&A Manager,38,Male,5.7,3,0
EMP-11197,Engineering,QA Analyst,46,Female,1.9,3,1
EMP-11198,Operations,Operations Analyst,22,Male,2.8,4,1
EMP-11199,Finance,Controller,50,Male,3.0,2,1
